G,U,X,Y
M,1.29,7.512,6.322
F,3.381,20.38,13.947
M,56.13,46.244,29.251
F,1.001,3.009,3.786
F,2.009,436.246,263.292
M,1.279,2.935,3.457
M,5.575,5.784,4.9
F,2.405,3.993,4.977
F,1.553,2.513,3.489
M,12.277,11.239,8.268
F,10.702,11.343,9.224
F,3.926,4.809,4.451
F,1.248,12.932,9.181
M,1.17,2.161,2.725
F,1.102,9.419,9.364
F,7.535,9.178,9.958
F,3.03,5.929,6.131
F,3.836,4.683,6.685
F,1.323,2.78,11.044
F,6.248,7.457,6.671
M,1.089,2.872,3.387
M,3.49,4.205,4.905
M,1.108,2.117,2.874
F,2.154,4.215,5.563
F,1.061,3.816,4.01
F,1.008,2.404,3.047
F,1.142,3.022,5.178
M,1.381,2.694,3.405
M,2.061,3.157,3.441
F,1.594,5.044,5.266
M,1.196,2.242,3.249
M,1.148,2.234,2.842
F,1.19,4.971,5.083
M,1.743,2.893,4.514
F,2.351,5.743,5.997
M,4.717,5.042,4.493
F,3.629,5.012,6.775
F,1.529,7.966,6.864
F,1.7,5.016,4.586
F,1.101,4.162,3.925
F,2.576,42.049,29.765
M,1.837,2.741,3.53
M,1.161,2.151,3.668
M,1.098,2.398,3.133
M,4.181,5.031,4.445
F,2.451,6.471,5.307
M,1.485,2.789,3.203
F,1.088,3.061,3.743
M,1.03,2.507,3.337
M,1.018,2.398,4.082
F,1.882,2.763,4.011
F,1.771,3.659,4.523
F,12.388,12.313,9.321
M,18.295,16.206,11.798
M,1.584,2.733,3.217
F,1.004,23.032,15.705
M,2.829,4.118,4.248
M,2.552,6.055,5.665
M,9.444,9.623,7.191
F,2.866,14.797,10.684
M,1.14,2.304,2.983
M,1.006,2.056,6.369
M,1.534,3.143,3.816
M,1.269,2.651,3.593
F,3.352,4.209,5.06
M,1.144,2.269,5.32
F,1.22,2.555,3.47
F,5.085,8.726,7.775
M,1.15,2.856,4.249
F,3.235,5.362,5.318
F,15.671,13.803,12.364
M,1.752,3.759,3.71
M,1.121,3.474,9.256
F,3.599,4.997,4.619
F,23.856,21.064,17.819
F,7.833,7.549,6.32
F,1.491,19.67,13.709
F,69.009,56.977,35.735
M,1.029,2.1,6.425
F,1.12,3.926,4.571
M,1.097,3.038,6.424
M,1.054,2.81,3.658
M,2.508,3.339,3.749
F,1.133,2.18,3.284
F,2.681,3.928,4.497
F,1.303,2.308,3.532
F,12.728,11.402,8.332
M,2.456,3.271,3.387
F,1.007,4.696,4.256
M,1.042,2.342,2.831
M,6.413,6.336,5.44
F,2.192,3.821,4.263
M,2.247,3.47,4.048
F,2.065,3.329,4.755
M,2.677,3.558,4.772
F,1.37,3.799,3.795
M,2.641,3.435,4.149
M,1.84,4.756,4.44
F,67.139,55.244,34.796
F,1.108,2.265,3.377
F,1.666,2.823,5.349
M,3.529,4.276,4.148
F,1.309,5.543,5.086
F,8.156,7.801,7.866
F,6.978,7.359,6.671
M,1.17,2.174,2.897
M,8.487,8.637,6.85
F,1.158,20.684,15.262
F,2.347,7.16,14.506
M,2.749,3.766,5.006
F,30.66,27.814,19.729
F,1.167,3.034,3.553
M,44.939,47.538,30.009
M,49.513,42.495,27.157
F,2.172,3.974,4.156
F,7.492,8.121,6.75
F,2.991,3.987,10.066
F,2.762,7.514,6.195
F,2.374,5.281,4.71
F,50.184,90.825,57.362
F,2.499,5.615,8.61
F,1.096,2.189,6.693
F,2.054,6.143,7.738
M,1.205,2.31,3.077
M,1.096,6.455,5.359
M,1.259,2.674,4.924
M,2.423,6.247,5.525
M,2.989,4.554,5.611
M,35.882,30.757,19.988
F,2.34,3.31,4.183
F,3.626,5.1,5.581
F,4.463,8.313,6.878
F,2.489,4.497,4.107
F,2.523,22.649,29.435
M,4.094,5.942,5.12
M,1.25,2.319,2.96
F,1.631,3.672,3.747
F,2.298,3.471,4.292
M,1.13,2.293,3.269
F,3.906,4.782,4.27
M,1.087,2.225,4.719
M,1.044,2.043,3.325
F,7.242,7.189,6.348
M,8.631,8.216,6.767
M,4.416,5.64,5.801
F,1.978,2.974,4.297
M,1.038,2.239,4.054
F,1.118,3.909,3.959
M,1.359,2.683,4.081
M,2.076,2.889,3.239
F,3.143,6.141,5.219
F,23.81,21.571,15.462
F,6.959,6.886,5.663
F,1.409,3.455,5.024
F,1.697,4.829,4.735
F,1.309,4.619,4.52
F,2.307,3.943,6.882
F,11.417,11.484,12.739
M,3.984,5.219,5.319
M,1.478,2.543,3.003
M,1.048,2.428,2.937
F,16.155,16.04,11.188
F,3.726,11.784,10.275
M,4.451,5.06,5.853
M,2.252,3.158,3.872
M,68.107,55.978,36.359
M,7.42,7.918,6.19
M,2.955,3.57,6.629
M,1.593,4.595,4.909
F,3.943,13.933,11.564
M,1.813,3.371,3.436
F,2.069,3.686,4.611
F,5.194,13.022,13.991
F,2.813,3.549,4.426
M,1.686,7.573,6.013
F,1.051,7.561,5.975
F,1.02,2.65,4.301
F,1.119,2.991,8.534
F,2.358,3.868,3.914
F,1.01,2.633,3.745
F,4.205,4.926,4.619
F,13.403,27.795,18.535
M,1.218,2.38,4.045
M,1.724,3.237,3.586
M,2.974,3.695,3.856
F,34.593,28.881,19.297
F,1.34,5.566,4.754
F,4.505,5.284,7.564
F,1.14,4.054,4.651
F,1.105,10.329,12.82
M,2.382,3.206,3.413
M,2.411,4.232,3.959
F,1.68,3.262,4.072
M,2.306,3.193,4.6
F,1.237,4.469,4.705
F,1.855,22.928,16.147
F,1.88,2.886,4.455
M,1.747,3.255,3.577
F,32.925,27.958,18.358
F,1.755,7.341,5.932
M,2.596,3.358,3.422
F,2.787,3.827,4.521
M,1.102,2.103,2.667
M,1.859,3.245,3.492
M,9.636,9.211,12.802
M,1.958,3.118,3.306
M,14.069,16.569,11.346
F,15.014,23.922,15.813
M,7.05,7.527,6.275
M,1.887,2.856,3.525
F,6.331,6.808,6.039
M,2.505,4.097,3.872
M,11.992,11.319,10.437
M,1.19,2.18,2.722
M,2.653,4.185,4.915
F,1.196,2.999,3.361
F,11.795,10.879,8.416
F,1.035,2.147,4.116
M,1.316,2.701,3.473
M,1.506,2.9,3.961
M,5.303,5.649,5.457
M,1.706,2.991,3.582
M,2.076,4.853,6.646
F,6.098,6.325,5.377
F,1.789,3.278,3.707
F,2.745,4.011,5.877
M,7.697,7.648,6.68
F,4.163,26.931,19.793
M,7.932,9.287,7.099
F,3.056,25.312,16.636
F,8.948,8.925,7.104
M,1.339,2.57,3.117
M,1.21,3.18,4.327
M,3.765,4.222,4.485
F,1.206,4.744,4.902
M,120.747,97.833,60.597
M,2.169,3.126,3.277
F,8.048,7.694,6.653
F,1.011,12.618,10.161
M,1.98,3.278,3.807
F,1.533,2.514,3.506
F,1.228,2.787,3.395
F,1.163,142.235,86.809
M,2.272,3.672,4.667
M,2.653,3.539,4.071
M,5.267,5.592,5.1
M,1.83,2.723,3.056
M,1.309,2.74,3.123
M,1.879,2.87,3.25
F,2.298,5.809,6.796
F,3.7,5.045,5.733
F,2.32,4.564,4.695
F,1.564,2.513,6.859
F,4.56,4.913,5.047
M,1.394,2.329,3.214
M,136.349,110.912,67.97
M,50.752,42.792,27.291
F,2.025,6.259,5.593
F,2.97,6.311,6.245
M,2.971,3.962,4.706
M,1.317,3.312,3.443
F,4.01,6.746,5.672
M,2.616,3.47,3.625
M,1.369,2.667,3.603
F,1.94,2.989,3.402
F,1.184,2.362,5.301
M,2.345,3.185,3.383
F,3.086,4.164,3.985
F,1.76,6.496,5.346
F,1.91,3.235,3.418
M,3.197,4.23,4.024
M,4.895,5.458,4.676
M,1.57,3.074,4.054
M,7.833,7.848,6.679
F,1.562,7.737,6.232
M,1.39,2.542,3.342
M,1.247,3.651,3.613
M,1.772,3.235,4.236
M,2.479,3.887,3.905
F,1.094,5.318,5.251
M,4.671,6.627,5.915
F,1.853,3.124,4.733
M,1.387,5.545,4.889
M,1.588,2.63,3.019
F,1.041,4.475,4.2
F,1.17,2.655,3.037
M,2.993,4.354,4.015
F,1.137,2.469,3.373
F,1.546,2.822,3.505
M,1.009,2.243,3.997
F,5.275,17.61,12.221
M,1.665,2.896,5.522
M,1.129,2.421,2.953
M,1.17,3.616,3.879
F,3.498,4.025,4.904
M,1.006,2.269,2.832
M,680.988,546.073,329.054
M,2.149,4.708,4.843
M,29.308,24.775,16.878
M,121.995,98.861,60.768
F,9.011,8.755,6.691
F,1.126,51.493,32.712
F,1.047,5.455,4.823
M,2.355,3.739,3.849
F,6.196,6.999,6.75
F,1.111,8.481,6.858
F,1.32,2.6,3.343
M,4.096,4.715,4.917
F,2.688,7.191,6.05
M,1.615,2.844,4.118
F,1.597,6.354,6.649
M,1.15,2.158,2.717
F,1.232,2.466,4.017
M,2.203,3.412,3.461
F,3.201,16.395,11.624
F,11.613,10.498,7.86
M,7.247,7.505,6.043
F,3.34,10.137,9.253
F,6.311,7.61,6.343
M,1.038,2.991,4.101
M,19.617,17.156,12.166
M,2.941,3.854,7.045
F,4.554,7.446,8.288
M,1.218,2.934,4.153
F,10.208,31.022,20.049
M,1.291,2.682,3.037
M,1.279,2.225,2.868
M,1.217,2.233,2.771
F,5.035,6.714,5.457
F,1.099,2.986,3.213
M,2.166,3.644,4.139
M,3.125,3.718,3.832
F,3.15,52.962,35.3
M,2.778,3.547,3.991
F,1.788,2.895,3.959
F,1.201,2.182,2.911
M,1.741,3.07,3.746
M,7.845,7.714,7.0
F,1.235,3.748,4.304
M,1.362,2.485,2.958
F,1.729,3.816,3.818
F,1.347,6.428,5.259
F,1.06,2.216,3.598
F,8.409,8.72,7.255
M,1.125,2.36,2.863
F,1.155,2.817,4.589
F,1.063,2.631,3.787
F,1.721,6.522,5.656
F,5.593,9.329,8.357
F,1.123,39.068,24.909
M,1.547,2.78,3.221
F,3.228,4.672,6.953
M,2.5,3.232,3.432
F,3.824,5.84,5.06
F,2.491,5.299,4.759
M,70.797,58.34,36.856
F,15.065,13.489,9.616
F,10.556,10.55,10.137
F,1.81,4.806,4.838
F,7.554,14.515,10.281
M,19.099,16.591,11.984
M,1.982,4.113,4.746
M,3.596,4.509,4.728
F,1.642,38.772,27.714
F,1.108,9.016,9.099
M,1.134,2.751,4.953
M,1.378,2.338,5.205
F,1.055,4.863,4.463
F,1.512,2.512,3.152
F,1.011,4.993,4.432
M,8.605,8.23,6.479
M,1.425,2.343,2.854
F,18.805,16.259,12.194
F,1.272,24.557,22.53
F,2.186,3.063,4.016
F,3.142,3.776,7.159
F,3.049,4.853,7.029
F,1.187,37.007,26.068
F,7.583,7.333,6.049
M,1.338,2.65,3.054
F,1.289,3.243,5.459
M,1.167,2.287,3.165
M,2.787,3.74,3.877
F,1.365,10.16,8.008
F,1.115,19.369,13.324
F,1.536,4.054,4.913
F,1.195,3.183,3.452
F,1.069,2.188,3.221
F,2.633,3.755,5.427
M,2.085,2.88,4.125
M,7.025,6.884,5.798
M,1.76,2.608,3.759
F,3.956,4.387,4.233
F,1496.378,1198.35,720.765
F,1.85,5.004,5.404
M,2.014,2.996,3.896
M,1.378,3.987,4.199
F,1.21,3.235,3.405
F,1.451,2.395,4.164
M,1.347,4.386,4.695
M,1.157,2.527,3.566
M,1.267,3.327,3.505
F,1.49,2.4,3.164
F,7.171,9.226,8.845
M,2.07,3.567,7.954
M,15.166,14.1,9.95
F,1.9,2.873,3.911
F,2.266,4.401,4.287
M,1.775,3.186,3.564
F,1.377,3.334,5.691
F,3.978,4.624,6.125
M,3.974,4.44,4.125
M,2.657,3.716,3.789
F,1.499,3.647,3.757
F,20.318,28.107,18.624
F,81.555,103.188,63.54
M,1.104,2.606,2.978
M,1.01,2.334,2.921
F,2.776,4.284,4.823
F,1.621,3.195,3.803
F,1.15,79.158,48.938
F,1.027,2.539,4.423
F,2.673,6.074,6.219
F,1.472,2.479,2.926
M,1.555,2.998,3.484
F,4.196,5.548,4.909
F,1.169,2.209,3.026
F,2.269,3.084,3.74
F,2.809,4.317,6.235
F,8.243,9.396,7.155
M,1.118,2.957,3.85
F,1.268,2.594,3.855
M,9.033,8.737,7.061
F,1.757,2.831,3.279
F,1.754,3.65,3.878
M,3.252,4.127,4.116
M,2.063,3.302,3.548
M,1.166,2.434,3.138
F,2.211,5.781,7.687
F,1.252,3.781,4.604
F,4.856,5.089,12.588
F,72.793,59.59,37.606
F,6.62,7.22,6.044
M,1.286,2.265,2.91
F,77.885,64.451,40.631
M,9.494,8.795,7.04
M,2.952,3.593,3.91
M,3.297,4.054,4.424
F,4.695,9.054,9.839
M,3.091,3.972,4.206
M,5.427,5.627,4.824
F,1.067,2.902,3.248
F,4.061,4.588,6.672
M,1.392,2.48,3.486
M,1.227,2.188,2.883
M,1.279,3.151,3.391
M,2.425,3.425,3.559
F,4.464,4.815,6.581
F,3.583,5.062,5.519
M,1.125,2.229,3.055
M,1.234,3.188,7.168
F,2.705,5.755,17.726
M,1.277,2.3,3.745
M,2.06,3.03,4.077
M,1.138,3.956,4.011
F,2.153,3.98,3.997
F,1.046,3.375,3.665
F,1314.991,1053.413,634.357
F,3.606,5.69,6.097
F,4.51,5.25,4.772
M,4.244,4.773,4.423
M,1.451,2.725,3.511
F,1.517,3.493,4.087
F,4.341,8.897,7.596
M,3.422,4.395,4.132
F,3.093,3.984,4.271
F,1.856,2.768,3.237
M,1.193,2.268,2.829
F,1.41,5.06,4.461
F,1.06,2.464,3.27
F,1.337,2.412,2.886
M,2.315,3.264,3.506
M,1.653,2.622,3.391
M,5.455,5.846,5.074
F,949.99,762.45,459.865
F,1.281,27.705,18.141
M,6.143,6.994,5.897
M,1.618,3.504,4.189
M,5.479,6.178,5.273
F,1.741,9.416,7.94
M,1.38,2.428,3.493
M,1.726,5.169,5.866
M,2.454,3.341,3.416
M,5.338,5.536,4.98
M,2.354,3.699,4.622
M,3.524,4.151,4.794
F,1.829,4.767,4.561
F,4.458,5.45,6.788
F,1.482,4.608,6.062
M,8.271,8.026,6.337
M,10.361,9.802,7.576
F,1.272,2.715,4.191
M,4.491,5.329,4.635
F,2.226,4.036,4.896
M,1.287,3.351,4.146
M,1.788,5.379,5.366
F,5.764,5.98,7.479
F,2.573,10.011,8.665
M,2.043,3.59,5.183
F,1.096,3.559,3.965
F,2.462,3.815,4.381
M,1.452,2.554,7.672
M,3.369,4.018,6.359
M,1.596,2.734,3.399
M,1.115,2.324,4.229
F,6.135,6.378,5.396
F,1.024,3.494,4.381
F,2.391,8.148,6.706
M,1.82,2.753,3.057
F,21.873,18.7,12.702
F,1.005,2.448,6.894
F,2.355,3.534,4.231
F,6.2,8.247,6.42
F,13.829,31.726,20.521
M,1.843,3.194,3.471
F,1.191,5.033,6.131
M,1.64,4.823,5.232
F,27.222,23.052,15.472
F,8.216,7.92,6.513
F,1.036,18.698,15.029
F,16.808,15.342,11.843
M,13.554,12.051,8.798
M,2.603,5.687,5.057
F,3.44,4.611,4.51
M,1.466,3.739,3.66
F,1.64,5.525,5.015
M,4.025,4.508,4.14
M,4.272,4.721,6.114
F,4.893,5.703,5.159
F,1.21,3.555,4.044
F,3.181,8.002,7.024
F,22.427,23.622,16.739
M,1.765,3.22,6.806
M,1.014,2.024,3.12
F,7.938,9.537,7.273
F,3.478,5.509,4.753
M,3.278,4.742,4.41
M,1.321,2.567,3.72
F,1.127,4.584,6.01
M,2.94,3.827,3.702
F,2.545,4.123,4.04
M,1.585,2.522,4.769
F,2.931,24.975,16.398
F,1.004,3.644,3.67
M,2.661,4.128,3.998
M,1.387,2.541,2.95
M,1.516,3.268,3.371
M,4.432,5.574,5.126
M,1.031,6.356,5.226
F,17.575,16.25,11.663
F,3.194,3.976,4.485
F,3.613,4.134,4.009
M,1.077,2.579,3.291
F,9.134,8.722,6.85
F,2.347,3.199,4.258
F,1.405,2.673,4.129
F,1.651,3.489,4.162
M,1.753,3.135,3.339
M,1.28,2.673,3.206
F,2.125,4.061,3.931
F,2.137,5.477,4.841
F,2.107,8.899,7.684
M,4.007,4.573,7.515
M,3.824,4.755,4.276
F,1.991,154.479,95.194
M,1.104,4.999,4.41
F,3.58,63.012,41.022
F,4.865,7.163,5.752
M,1.349,3.211,3.417
M,1.708,2.86,3.498
M,1.732,3.595,4.122
F,1.949,3.301,3.538
F,1.074,2.853,3.266
F,3.359,4.377,5.132
F,1.514,24.483,17.111
M,1.252,2.24,3.851
M,1.337,2.311,3.919
F,2.728,3.56,3.967
M,1.512,2.818,4.224
F,1.165,2.256,3.337
M,4.874,5.36,4.632
F,2.631,11.24,8.763
F,5.053,6.936,5.888
M,29.015,24.533,16.799
F,2.083,3.254,4.06
F,1.479,4.274,4.939
F,1.724,4.927,4.528
M,1.018,2.064,2.989
F,1.031,5.706,10.192
F,1.732,2.599,10.207
F,2.04,15.48,11.268
M,1.056,2.352,2.886
F,1.788,32.492,21.133
M,4.098,4.887,4.894
F,1.142,3.383,7.622
F,1.795,2.861,5.667
M,1.889,8.488,6.729
F,1.608,2.76,13.621
M,1.036,2.129,2.744
F,1.116,2.751,3.071
F,1.122,5.9,5.511
F,1.24,2.209,2.951
M,2.629,3.599,4.966
F,1.965,3.038,7.157
M,1.372,3.182,3.856
F,13.044,11.841,9.667
M,1.173,2.344,2.86
F,1.317,31.052,20.11
M,4.412,5.191,4.735
M,1.427,2.949,3.414
F,4.414,4.948,8.614
F,3.666,8.464,8.548
F,8.834,11.013,10.748
M,1.215,2.19,3.939
F,1.483,2.57,3.193
M,1.138,2.135,3.307
F,10.188,9.403,8.877
M,1.281,2.545,3.054
M,1.74,2.654,3.221
F,3.051,4.05,4.016
F,1.119,6.094,5.372
F,1.017,5.506,4.775
F,76.764,63.823,39.841
F,1.818,4.026,4.147
M,1.406,3.068,3.325
F,1.262,4.61,6.315
M,1.588,3.25,3.978
F,2.707,3.538,3.746
M,3.641,4.663,4.275
M,1.416,3.049,3.554
M,1.884,2.86,3.727
M,21.507,18.462,12.722
F,39.027,34.861,22.935
M,1.296,2.956,3.87
M,2.111,3.177,3.565
F,3.674,4.872,4.486
F,2.552,9.728,7.437
F,6.303,6.471,5.805
F,121.631,98.519,60.559
F,1.073,2.523,5.551
F,1.006,2.152,2.867
F,1.553,2.653,3.113
F,1.233,4.422,4.501
F,1.604,37.82,27.928
M,4.46,5.272,4.742
M,5.043,5.527,6.09
F,3.316,19.294,14.588
F,9.834,9.336,9.538
M,3.802,4.271,4.465
M,3.251,4.593,4.44
M,1.705,3.753,5.137
M,18.88,16.407,12.042
M,1.067,2.219,3.319
F,1.029,4.991,4.759
F,1.779,3.355,5.911
F,1.63,4.035,3.992
F,1.23,2.275,5.009
M,3.852,4.572,5.17
F,1.007,2.272,2.847
M,5.908,6.184,5.196
M,1.009,2.24,2.852
F,35.886,30.166,20.89
F,3.011,5.124,4.675
F,16.182,16.147,14.374
M,1.901,2.734,4.306
M,8.081,7.788,6.2
F,2.83,5.599,5.472
F,1.931,4.292,5.551
M,8.395,8.336,7.165
F,2.845,4.426,4.125
M,1.364,2.45,2.937
F,1.05,2.177,2.998
F,7.926,11.04,16.6
F,1.906,3.895,3.994
F,8.732,8.731,7.076
M,1.702,2.633,3.199
M,13.11,11.811,8.579
F,2.341,5.045,5.922
M,2.588,3.305,5.278
F,5.384,6.632,5.481
M,1.229,2.279,7.165
F,1.963,3.586,4.326
F,3.822,6.143,5.407
M,2.619,3.501,4.556
M,1.151,2.395,4.26
F,3.7,5.093,6.163
M,3.526,4.059,4.25
F,4.348,13.41,10.516
M,1.191,3.447,3.615
F,4.505,5.173,4.653
M,1.025,2.259,3.348
F,2.532,5.85,5.586
M,3.567,4.982,5.372
F,2.753,46.103,29.854
F,1.362,3.465,4.221
M,4.244,4.743,4.375
M,29.994,25.436,16.807
F,10.543,9.674,7.673
F,3.291,12.597,9.987
M,1.094,3.042,3.48
M,2.251,5.625,5.372
M,1.209,2.585,5.01
M,5.661,5.76,6.443
F,1.279,4.699,4.307
M,2.6,3.536,4.898
F,1.277,2.491,4.69
F,1.511,21.731,17.202
M,2.212,3.449,3.511
M,2.839,4.45,4.197
F,6.876,7.153,5.952
F,29.525,30.333,22.285
M,1.166,2.451,2.926
F,1.316,3.926,4.075
M,1.588,2.898,3.663
F,3.251,4.796,4.449
F,1.08,2.504,3.464
M,1.249,2.421,3.007
M,1.136,2.514,3.021
M,1.811,2.659,3.44
M,1.654,2.541,3.129
M,7.572,7.408,6.036
F,1.803,3.066,26.066
M,2.958,4.086,3.972
F,3.038,12.147,9.088
F,1.016,2.949,3.206
M,3.944,4.69,5.003
M,1.232,2.515,4.243
F,1.303,2.811,5.928
F,1.02,3.086,3.616
F,6.378,8.111,6.584
F,1.223,6.461,5.52
F,3.215,20.061,13.868
F,1.578,7.171,8.679
F,4.131,5.349,5.527
F,3.763,33.532,23.018
M,11.017,10.162,8.181
M,3.94,4.643,4.24
M,3.635,4.261,4.968
M,1.164,3.649,4.185
M,1.093,2.597,3.29
F,1.153,3.037,3.595
F,1.639,2.692,5.454
F,2.297,3.955,4.083
M,1.833,3.075,3.397
M,3.059,3.928,4.083
F,10.55,9.856,7.914
M,1.723,2.916,3.625
M,2.347,3.163,3.521
M,5.641,5.784,5.022
F,1.386,3.09,3.442
F,2.673,4.94,4.589
M,5.117,5.301,4.975
F,2.953,6.647,29.049
F,2.169,14.898,11.991
M,2.627,3.5,4.316
F,13.08,14.001,10.579
M,1.513,2.452,3.331
M,1.145,2.796,3.4
M,1.137,2.443,3.858
M,2.288,4.083,3.919
F,2.176,6.652,10.6
M,1.303,2.574,3.424
M,1.064,2.649,3.818
M,1.045,2.11,2.767
F,8.643,10.881,8.13
M,1.14,3.897,3.94
M,1.081,2.163,2.83
M,5.483,6.251,5.558
M,4.148,4.655,5.48
F,1.216,2.319,3.231
F,7.285,7.194,8.723
F,1.386,8.154,6.851
M,10.822,10.038,8.186
F,1.287,2.559,3.1
F,1.724,8.918,7.865
M,1.34,2.449,5.763
M,1.039,2.567,4.318
F,6.062,7.742,6.683
F,2.727,3.635,6.349
F,11.139,11.316,8.232
M,2.963,4.045,4.368
M,1.026,2.633,3.191
M,1.537,2.552,3.034
M,1.279,2.388,3.123
F,1.268,10.009,8.031
F,6.053,7.061,5.911
M,1.047,2.48,2.938
M,1.898,2.75,3.88
F,1.342,3.402,4.65
M,116.96,94.823,60.629
F,1.341,2.358,3.018
M,8.893,9.845,7.787
M,1.396,3.073,3.248
M,2.262,4.226,3.942
F,1.675,3.256,3.355
F,7.747,10.817,8.105
F,3.302,5.466,4.705
M,1.165,2.612,2.984
F,1.978,4.49,12.448
M,1.432,2.466,8.069
F,3.973,63.567,39.576
F,1.724,3.389,9.588
F,2.867,5.522,7.191
M,1.301,2.661,3.732
F,1.765,3.523,3.616
F,1.026,2.74,5.115
M,2.007,3.348,5.057
M,4.51,4.845,6.507
M,1.475,2.457,3.155
F,1.142,4.014,4.667
M,1.007,2.368,2.944
M,3.212,3.863,3.888
M,1.322,2.709,3.165
F,1.091,3.158,4.727
F,1.768,3.379,6.333
M,1.707,2.769,3.3
M,1.824,2.81,3.499
F,7.99,8.095,6.412
M,1.727,2.903,3.646
M,20.511,17.716,12.057
F,40.962,36.089,23.759
F,1.814,5.226,6.487
F,1.261,5.247,5.121
F,2.195,6.216,5.311
M,1.238,2.216,4.033
F,2.236,3.403,3.996
M,3.041,6.019,5.469
F,2.064,3.074,5.267
M,1.333,2.622,3.072
M,1.44,2.364,3.51
M,1.794,2.721,3.27
F,1.019,4.157,4.066
F,2.405,4.26,4.201
F,3.962,5.962,6.68
M,1.011,2.041,2.723
M,1.146,2.462,3.36
M,13.435,12.071,8.732
F,1.405,6.22,10.915
M,1.964,3.126,3.683
M,1.306,3.517,4.017
F,2.241,3.995,5.349
M,5.344,5.621,6.222
M,1.785,2.712,4.435
M,2.725,3.862,3.742
F,5.372,38.236,24.841
F,1.366,4.398,9.231
F,1.332,2.29,3.742
M,3.121,4.516,4.16
M,1.899,3.131,3.863
M,1.105,2.137,2.7
M,4.772,5.233,5.19
M,1.049,2.524,2.972
M,1.638,2.702,3.539
F,1.868,2.93,3.23
F,5.977,9.158,7.278
F,102.59,84.307,52.011
F,1.189,3.31,4.796
M,12.115,11.011,9.716
M,3.737,7.39,7.938
M,1.301,2.277,3.743
F,14.958,14.349,10.758
M,1.213,2.349,3.702
F,1.231,2.419,2.961
M,1.184,3.575,4.09
F,72.703,60.927,38.185
F,1.243,2.27,4.485
M,1.731,2.955,4.127
F,7.588,7.859,6.246
F,6.669,13.094,10.479
F,3.617,6.412,6.967
M,26.282,22.242,16.198
M,6.044,6.224,7.693
F,5.843,6.209,7.317
M,51.302,42.474,27.072
F,2.041,2.982,4.322
M,1.078,2.959,4.912
F,348.427,280.696,178.4
M,2.156,4.272,4.66
M,1.349,3.734,3.772
M,4.872,6.742,5.593
F,1.377,5.809,5.771
M,5.86,6.886,7.21
F,1.137,6.019,6.028
F,1.633,36.488,23.403
M,1.201,2.195,3.064
F,13.721,16.796,12.893
M,1.39,2.44,3.443
M,2.637,4.295,5.242
F,1.304,2.794,5.663
M,1.353,2.564,3.601
F,1.713,11.557,9.311
F,3.461,8.299,7.176
F,2.44,4.662,4.531
F,1.394,2.569,2.965
M,2.456,3.274,3.727
M,1.612,2.607,3.234
M,1.468,3.222,3.344
F,1.16,8.878,7.123
M,1.169,2.378,3.888
F,1.173,2.725,3.645
M,3.192,3.83,3.763
F,2.481,3.193,3.565
M,3.657,4.292,4.316
F,1.551,2.551,3.088
F,3.781,7.33,7.145
F,1.8,3.342,4.987
F,1.539,3.009,3.227
F,2.069,3.241,3.643
F,9.025,8.442,7.33
F,2.162,7.64,5.991
M,1.644,2.668,3.085
F,1.788,2.916,3.344
F,1.648,634.44,382.081
F,2.087,4.127,5.045
F,2.752,3.476,3.683
F,1.398,5.709,5.547
F,23.836,20.746,14.772
M,1.206,3.148,3.353
M,1.137,2.177,2.746
F,21.039,18.984,13.418
F,1.19,2.758,5.307
F,495.715,398.908,240.853
M,1.81,2.688,3.061
M,99.464,82.141,50.808
M,2.034,3.259,3.624
M,4.761,5.138,4.781
M,1.682,3.526,3.95
F,2.174,6.866,6.52
M,1.421,2.44,3.158
M,1.086,2.356,3.373
M,1.215,2.727,3.517
M,22.948,19.804,14.162
M,1.753,2.795,3.079
M,5.164,5.882,6.526
M,4.693,6.218,5.236
M,2.096,4.735,5.771
M,1.012,2.177,3.018
M,1.208,3.523,3.732
F,1.752,2.62,3.364
F,2.022,5.574,5.476
M,2.218,7.21,5.901
F,4.738,5.218,5.371
M,2.634,3.663,4.037
F,1.276,4.347,5.055
M,2.145,3.082,3.503
M,1.044,3.027,3.4
M,1.093,2.081,2.682
M,1.283,2.261,3.546
M,1.301,2.338,3.919
M,3.606,5.974,5.066
M,1.667,2.937,3.985
F,1.25,3.163,3.61
M,1.135,3.259,3.818
F,1.291,3.269,3.467
F,1.385,39.426,25.824
M,1.666,3.094,3.29
F,2.484,3.66,3.596
M,5.515,6.468,7.809
F,1.033,2.096,3.018
M,1.332,2.922,3.366
F,1.442,3.143,3.74
M,1.363,4.08,4.58
M,3.026,4.329,8.19
F,3.788,19.669,13.569
F,1.541,164.145,100.47
M,1.442,2.38,2.986
M,28.59,24.214,16.09
F,1.263,2.434,7.573
F,1.174,2.338,3.55
M,2.927,3.6,5.319
F,2.508,8.973,9.894
F,5.721,8.227,7.164
M,1.052,2.745,3.531
F,1.277,4.569,4.156
M,1.913,2.998,3.209
M,1.541,2.452,5.203
F,4.239,5.326,4.691
F,1.575,8.441,9.237
M,1.068,2.233,4.113
F,3.191,4.052,7.383
M,1.21,2.279,3.804
M,1.606,2.852,3.544
F,1.239,2.585,3.08
M,20.542,18.003,15.511
M,18.606,16.312,11.548
F,1.214,2.817,3.127
M,1.48,3.515,4.604
M,4.09,4.892,5.442
M,26.99,22.959,15.216
