G,U,X,Y
M,0.2,4.566,4.713
F,1.216,2.632,5.255
M,0.016,5.3,8.163
F,1.496,0.955,5.71
M,0.181,3.92,5.675
F,0.596,0.559,2.751
M,-1.317,5.686,7.513
M,0.213,4.427,5.511
F,-1.247,1.99,3.939
F,-1.269,1.909,5.092
M,-0.584,2.251,5.775
M,-0.047,2.521,5.812
F,1.409,4.045,5.707
F,0.771,2.084,2.919
F,1.024,2.555,4.559
M,0.55,5.427,5.541
F,-1.932,-0.297,1.342
F,0.854,1.729,3.819
F,0.023,1.536,3.131
F,-0.965,1.263,4.038
F,-0.101,2.701,6.733
M,3.723,7.784,9.494
F,-1.402,2.601,5.429
M,1.451,6.023,6.87
M,-0.006,5.329,6.984
M,-2.357,0.367,5.181
M,-1.716,4.098,7.03
F,1.437,3.792,6.802
F,0.403,1.519,5.163
F,2.057,3.562,7.217
M,-1.458,1.468,4.0
F,2.16,1.82,3.54
F,0.011,1.607,2.109
F,0.482,0.564,3.717
M,-1.015,2.861,6.922
F,-0.275,3.684,5.358
F,-0.15,1.324,4.572
F,-0.956,1.848,0.312
F,-0.494,0.141,3.364
F,0.918,-0.424,4.737
F,-1.151,-1.954,1.721
F,-0.662,1.905,5.693
M,-0.778,4.21,8.047
M,0.387,3.687,8.118
F,-0.989,-0.566,3.668
F,-0.742,1.849,3.883
F,-0.369,1.202,5.8
M,-0.751,4.245,4.627
M,-0.198,4.052,5.835
M,-0.863,1.765,4.831
F,1.195,3.148,5.482
M,-0.648,2.762,6.597
M,0.626,1.968,4.122
F,1.051,1.223,5.964
F,-0.181,3.483,6.422
F,0.346,0.01,2.334
M,1.298,4.907,8.448
F,-0.35,0.802,3.21
F,-0.434,2.31,4.446
M,1.28,4.177,5.737
F,-1.023,-0.051,1.452
F,-1.523,-0.507,1.773
F,-1.832,-0.387,5.725
F,1.093,2.918,2.11
F,-0.928,1.64,5.945
F,-0.594,-0.938,4.827
F,-0.727,-0.25,2.678
F,-1.297,0.367,3.869
F,-1.019,0.658,1.649
F,0.709,3.658,3.804
F,1.139,0.887,4.12
M,-0.721,1.258,5.493
M,0.088,3.438,8.333
M,0.288,2.082,6.15
M,0.519,3.534,6.514
F,-1.43,2.206,3.035
F,-1.608,1.688,3.446
M,-1.272,1.559,5.509
M,0.468,5.023,8.343
M,-0.017,3.399,7.223
M,1.758,5.209,7.77
M,-0.917,3.425,4.711
F,-0.469,0.989,4.195
M,-1.968,2.275,3.841
M,-0.33,2.8,5.616
M,1.073,3.364,6.558
F,0.881,0.685,0.719
M,-0.742,-0.222,5.144
M,-0.669,1.217,4.443
F,-1.708,1.565,3.303
F,0.431,4.094,2.868
M,0.035,1.522,4.089
F,-0.923,-0.117,2.971
F,-1.421,-0.568,3.837
F,0.769,1.164,2.502
M,1.981,4.348,8.517
M,-0.803,3.462,7.226
M,1.641,5.425,7.952
F,1.373,1.747,3.525
F,-1.03,0.693,2.65
M,-1.085,0.366,4.797
F,1.502,4.372,6.948
M,-1.338,1.203,7.588
M,0.969,3.938,6.385
F,-0.978,-0.721,0.138
F,-0.403,1.409,4.679
M,-0.333,3.751,7.51
M,0.613,4.578,7.808
F,0.105,0.634,3.976
M,1.33,4.241,8.671
F,-0.186,0.54,5.51
F,-0.462,-0.287,2.715
M,-1.91,3.925,4.441
F,-1.312,1.958,6.377
M,-0.705,2.889,4.237
F,-0.725,0.226,4.205
F,-0.131,1.265,2.662
M,-0.919,1.481,6.317
M,0.61,4.418,5.997
F,0.263,2.252,3.271
M,0.7,4.272,7.812
F,0.878,2.976,5.055
M,-0.164,0.265,2.539
M,0.209,4.126,8.245
F,0.562,2.4,5.838
M,2.046,5.451,4.116
F,-0.871,1.624,4.867
M,-1.118,2.061,4.04
F,-0.57,-0.436,1.252
F,-1.033,1.336,5.035
M,-0.301,4.469,7.719
M,-1.15,2.751,7.604
M,-1.275,3.327,5.047
F,-0.557,1.065,4.534
F,-0.49,1.81,3.203
M,-0.721,2.144,6.176
M,0.341,4.688,5.18
M,0.208,2.019,3.547
M,2.356,6.38,8.644
M,-0.32,2.502,8.442
M,-1.011,4.644,6.425
M,-0.447,4.662,7.377
F,-0.874,0.777,2.253
F,0.958,2.388,3.28
M,-0.387,3.462,7.855
F,-0.307,2.315,5.637
M,0.218,3.464,6.101
M,0.557,3.784,7.604
F,1.493,2.206,2.837
M,-1.017,0.753,4.55
M,-0.713,3.431,4.367
M,0.108,5.715,6.84
F,0.796,1.798,4.486
M,0.428,2.525,4.335
F,-0.777,0.136,2.361
M,0.39,4.297,6.931
M,-2.119,2.855,5.767
F,-0.804,2.528,7.629
M,-1.866,2.433,6.06
M,-1.383,1.821,4.411
M,1.526,4.389,7.702
F,0.978,2.184,3.346
M,2.1,5.289,6.715
F,-0.939,-0.144,3.759
F,-0.703,-1.468,2.858
F,-0.51,2.019,5.428
F,-0.087,1.106,5.056
M,0.653,4.783,9.067
M,-1.496,2.993,6.871
F,1.722,0.349,2.988
F,0.662,2.779,2.749
M,0.038,3.682,8.246
F,0.461,-0.359,3.694
F,0.547,2.564,3.881
M,0.58,2.718,7.141
M,0.505,4.73,6.347
F,-0.65,-0.517,1.64
M,-1.946,2.859,3.482
M,1.393,4.923,7.197
F,-0.681,0.691,3.991
F,-0.296,1.589,4.642
F,0.011,1.439,3.686
M,-0.964,2.123,5.233
F,-0.948,1.153,3.395
M,0.517,3.328,7.269
F,-0.164,0.157,4.424
M,-1.7,3.678,1.992
M,0.877,5.352,9.136
M,0.127,1.476,5.527
M,-1.288,3.439,5.356
F,0.606,1.769,3.316
F,-1.516,-1.282,0.878
M,1.243,4.467,6.681
M,0.061,2.253,1.878
M,0.492,6.861,7.098
F,-0.185,1.052,1.751
M,-0.135,0.438,1.743
F,0.278,3.405,3.326
M,0.247,3.243,6.016
M,-0.997,4.212,6.08
F,-1.09,0.109,1.797
M,-1.075,1.858,5.392
M,-1.834,0.936,6.766
M,0.381,2.422,7.447
F,-0.86,-0.081,5.456
F,-0.104,-0.079,3.095
M,1.393,2.587,7.656
M,0.399,3.86,7.9
F,-0.042,-0.23,5.79
F,-2.368,0.17,3.081
M,-0.031,5.955,5.818
F,1.666,0.594,2.393
F,-0.107,1.769,1.66
M,-0.545,2.263,6.976
F,-0.771,1.375,6.962
M,0.381,3.989,3.358
M,0.255,2.751,7.167
F,0.059,1.8,2.774
F,-1.884,-0.986,0.404
M,0.573,4.157,5.836
M,-1.079,0.799,2.363
M,-0.415,2.926,4.848
F,0.892,0.832,5.114
M,1.051,2.525,4.557
F,1.241,2.265,3.032
F,0.184,3.405,4.031
M,0.287,3.593,8.475
F,-1.595,0.843,3.417
M,0.328,5.998,8.366
M,-0.412,2.428,3.346
M,-1.345,3.874,5.671
F,-1.274,2.47,3.179
M,1.592,7.143,6.644
M,0.526,4.372,5.335
F,-0.094,0.633,4.189
F,-1.094,0.24,1.678
F,-0.6,-0.135,1.607
M,1.055,4.775,7.068
M,1.146,5.58,9.061
F,-0.815,2.466,3.15
F,0.861,0.857,3.831
F,1.569,1.413,4.016
F,-0.596,-0.052,3.37
F,0.076,2.215,3.844
F,-0.339,1.192,3.462
M,1.363,4.603,7.008
F,-0.56,0.967,2.593
F,0.973,2.098,5.34
F,-2.639,2.166,3.077
M,0.367,6.492,7.976
M,0.99,5.206,6.799
M,0.33,4.893,7.165
M,-0.147,3.626,6.835
M,-0.283,6.65,8.112
F,-1.035,-0.214,1.112
M,-0.553,4.202,6.832
M,-0.558,1.643,4.098
F,0.151,2.037,4.322
M,-0.226,5.07,8.951
M,0.225,5.536,7.852
F,-0.645,2.459,2.765
M,0.577,1.339,6.024
M,0.694,3.762,8.133
F,-0.14,1.685,4.221
F,0.297,-1.296,4.215
F,0.132,2.641,3.884
F,0.165,0.911,4.807
F,0.36,4.099,4.187
F,0.231,2.871,2.588
F,-2.814,-3.602,0.042
M,0.021,1.54,4.973
M,1.16,5.257,8.901
M,-0.68,4.101,5.503
M,0.847,4.462,6.561
F,-1.287,-0.906,-0.652
M,0.936,6.102,10.178
M,-1.099,2.735,5.844
M,0.364,5.354,8.336
F,0.034,0.789,1.241
F,1.322,2.139,6.999
M,0.193,3.23,6.791
F,-0.451,-0.51,3.264
M,0.826,1.971,4.585
M,-0.225,3.519,5.597
F,-1.368,2.704,4.071
F,1.039,1.327,3.343
M,0.936,1.234,3.369
F,-0.691,1.543,3.978
F,1.537,3.714,7.117
F,0.686,2.158,3.363
F,0.418,2.596,2.722
F,0.621,2.883,4.333
M,0.434,4.396,8.514
F,-0.86,1.408,2.068
M,-0.322,2.904,4.766
M,-0.827,1.518,7.482
F,-1.554,0.034,2.303
F,-0.013,2.343,4.5
M,2.213,4.542,3.459
F,1.701,2.412,4.167
F,1.074,-0.462,1.354
F,-0.332,0.729,4.684
M,-0.899,2.807,4.765
M,1.458,4.744,7.573
F,0.478,1.249,6.432
F,-0.351,-0.8,0.728
F,1.126,3.079,6.545
F,-1.222,0.121,2.971
F,-0.22,0.845,2.24
F,1.353,-0.178,3.136
M,-0.195,4.269,5.382
M,2.398,4.804,7.338
F,1.81,3.709,5.507
M,-0.566,1.756,7.34
F,0.186,0.321,1.564
F,1.349,3.52,5.233
M,1.313,3.654,6.511
M,-0.619,4.418,3.116
F,1.302,2.014,3.25
M,0.907,3.366,7.05
F,-1.082,-0.116,2.773
F,-0.434,-0.423,2.515
M,-0.35,4.065,6.565
F,1.464,1.316,4.103
F,-2.057,-1.966,2.314
M,1.082,2.469,7.102
F,1.744,1.458,4.051
F,1.825,2.444,2.945
F,-0.777,-0.38,3.039
M,-0.494,3.711,8.745
F,1.013,1.565,3.668
F,0.772,2.028,2.572
M,-0.337,4.51,6.191
M,-1.208,2.667,6.281
F,-0.64,0.523,2.782
M,1.159,5.62,6.404
M,-0.121,2.711,3.262
F,1.172,2.918,7.931
M,0.815,3.151,10.989
F,0.104,1.185,4.092
M,0.884,2.782,6.073
M,-0.592,1.401,4.313
M,0.107,4.724,10.127
F,-0.397,-1.462,1.477
M,-0.221,4.703,6.86
M,-1.166,3.808,1.908
M,-0.836,3.882,7.169
F,-0.803,-0.988,5.426
M,-0.213,3.294,6.472
M,0.714,4.275,4.56
F,0.63,4.975,6.281
M,1.199,4.287,6.654
M,0.126,3.992,8.376
M,-0.153,2.619,7.272
M,-1.031,5.354,6.565
F,0.073,3.011,3.964
F,-0.197,-1.199,2.191
F,-0.457,-0.599,4.562
M,0.805,2.539,6.801
F,0.288,1.688,4.597
M,-0.604,3.941,4.138
M,-0.126,2.458,5.257
F,-0.017,2.185,4.406
F,0.668,3.429,3.811
M,-0.252,3.873,6.934
M,-1.075,2.309,4.574
F,0.341,3.236,4.279
M,-0.778,3.02,4.316
F,1.391,0.267,2.83
F,-0.428,0.232,1.289
F,0.35,2.996,1.594
M,1.574,4.228,5.398
M,1.546,4.627,6.213
F,1.301,3.947,5.261
F,0.221,1.63,2.362
M,1.221,3.547,6.763
F,1.216,2.214,4.141
M,-0.413,2.208,4.849
F,0.314,2.18,4.871
F,-1.469,0.336,2.556
M,-0.074,4.305,9.523
M,0.539,4.272,7.723
F,1.265,0.33,2.699
M,1.164,4.594,4.8
F,-0.629,0.959,0.587
M,0.384,1.412,4.722
M,0.451,4.377,6.933
F,1.327,4.13,6.141
F,-0.735,-0.519,1.106
M,0.766,4.638,6.068
F,-0.429,1.078,1.154
M,0.317,3.947,5.613
M,-1.685,3.36,4.672
M,1.257,4.435,8.346
M,2.23,4.833,6.541
M,0.137,4.255,7.883
F,1.1,4.29,3.835
F,-0.177,2.988,7.127
F,-1.144,-0.737,1.383
M,-0.477,3.909,6.912
F,-0.078,0.52,3.688
F,-0.555,-0.761,3.249
F,0.688,1.988,4.725
M,0.786,2.456,6.881
M,1.661,6.31,6.0
F,1.036,2.24,3.549
M,0.453,4.28,6.131
F,-1.645,-1.115,3.475
M,-0.198,3.47,6.81
M,2.164,6.121,11.494
M,-0.787,4.882,7.49
M,-0.285,1.67,4.843
M,0.48,3.051,7.667
F,-1.842,-0.869,4.819
F,-0.202,2.754,4.845
M,-0.087,3.803,6.738
F,-1.065,0.328,1.72
F,-0.842,-1.907,1.122
F,1.548,2.544,5.869
F,-0.373,1.353,4.085
M,-1.479,1.537,3.956
M,0.206,4.909,4.763
F,-0.358,-1.636,2.061
M,-0.111,5.227,11.004
M,-1.215,3.519,7.943
F,1.206,2.605,3.901
F,1.302,2.145,2.91
M,0.927,4.261,6.192
M,-0.752,2.762,4.676
F,-1.327,0.426,2.355
F,0.365,0.863,4.002
F,0.276,2.79,6.025
F,1.945,2.642,5.484
F,-1.431,-0.178,1.601
F,-0.076,2.507,1.588
F,0.048,1.109,2.343
F,0.782,2.209,6.489
M,-0.502,3.487,6.607
F,-1.613,2.057,3.217
M,0.106,3.452,6.236
M,0.684,5.212,5.589
F,0.903,1.793,4.76
M,-0.695,4.667,7.51
F,-0.218,0.505,3.359
M,-0.314,0.197,3.39
F,-0.012,0.528,1.939
M,1.132,4.078,7.802
M,0.632,2.503,6.468
M,-1.121,2.027,9.953
M,-0.334,1.788,5.132
M,0.55,4.638,5.782
M,0.818,3.834,6.805
F,1.56,2.475,5.145
M,0.566,3.332,3.844
M,1.512,4.803,6.42
M,-0.129,3.446,4.899
F,-0.121,0.544,3.772
M,0.591,4.201,4.791
F,-0.842,0.444,1.08
F,2.043,1.787,4.144
M,-0.256,1.624,6.256
M,1.252,5.931,8.507
F,0.637,1.305,1.91
M,-1.141,3.38,4.175
M,-1.061,3.28,7.962
M,-0.166,1.878,1.898
F,-0.926,-0.083,3.712
F,2.511,1.159,5.692
M,-0.086,2.454,5.836
M,-2.063,3.072,5.528
M,0.665,2.92,6.875
M,0.033,4.587,6.82
M,0.535,4.743,9.583
M,1.969,4.711,6.072
M,0.465,4.034,8.461
M,0.053,2.997,3.272
F,-0.401,1.736,4.185
M,1.658,3.794,5.504
F,1.181,3.442,5.781
M,0.531,6.642,10.093
F,0.779,0.406,2.741
M,-0.549,3.633,5.592
F,0.382,1.869,3.663
F,-0.057,0.344,4.135
M,0.404,2.731,6.301
M,1.474,3.129,7.303
M,-1.014,1.153,4.463
F,0.475,0.582,3.946
M,0.754,5.897,8.562
F,-1.093,-0.091,1.114
M,0.093,3.974,6.069
F,0.9,3.591,3.647
M,-0.5,1.343,5.036
F,0.501,3.661,5.179
F,-0.642,-0.309,1.889
M,-0.986,3.605,5.663
M,0.938,3.705,6.283
F,-0.57,0.921,5.1
F,-0.609,1.144,3.417
M,-1.071,2.547,4.032
M,1.933,6.155,7.389
F,-0.946,0.627,0.982
F,-0.972,1.282,5.126
F,0.647,0.726,3.064
F,-0.037,0.453,4.721
F,-0.556,2.065,4.564
F,-0.376,2.031,7.489
M,2.056,8.005,7.77
M,-2.334,2.382,5.22
M,0.317,4.367,5.323
F,-0.094,0.756,2.802
F,0.993,2.138,2.851
F,0.501,1.341,2.387
F,-0.111,1.066,6.076
F,1.727,5.042,5.621
M,-1.096,3.052,6.619
M,0.111,4.993,7.709
M,0.078,5.09,8.309
M,-0.169,3.548,9.178
F,0.289,1.158,2.882
F,1.778,4.391,5.585
M,0.127,4.534,8.515
F,-0.515,0.921,1.73
F,-0.252,-0.054,1.801
F,-1.053,1.291,3.42
F,0.789,1.418,4.584
M,0.432,4.042,7.228
F,-1.528,0.825,4.948
M,1.473,5.676,6.3
F,-0.33,-0.205,4.564
M,0.088,2.23,5.718
F,-0.882,0.211,3.058
M,-0.754,1.294,4.223
F,0.878,3.298,5.198
M,-0.874,1.057,3.651
M,0.288,3.117,7.33
F,-0.543,2.684,3.88
F,1.028,0.541,4.339
F,0.995,0.169,2.639
F,-0.882,-1.313,0.878
M,-1.364,1.553,5.371
M,0.368,1.908,3.365
F,-0.391,0.015,4.229
F,-0.703,0.323,-0.393
M,1.241,5.651,8.391
F,-0.383,2.053,5.284
F,-0.571,2.465,5.277
M,-1.402,5.962,8.034
M,-0.356,4.11,8.042
M,0.366,5.996,9.276
F,-0.694,2.36,3.134
M,0.053,3.436,4.871
M,0.37,3.794,7.065
F,0.186,1.729,3.459
F,0.004,3.179,5.802
F,0.131,1.615,2.92
M,0.827,4.986,6.995
F,1.318,3.295,6.184
F,-0.367,0.275,3.892
F,-0.25,1.398,3.277
M,0.319,3.196,8.158
M,0.367,4.397,6.509
F,-0.454,2.782,8.059
F,0.064,4.679,4.992
M,0.625,4.927,6.487
F,0.006,1.683,4.551
F,0.497,2.308,4.848
M,-1.643,1.378,1.817
F,1.041,0.716,3.82
F,0.575,3.064,4.698
F,0.153,0.841,4.351
F,1.026,1.113,2.256
F,0.029,0.189,4.593
F,-0.768,-0.394,1.266
F,1.83,0.845,3.762
M,1.922,2.358,7.016
F,-1.128,0.417,4.864
F,-0.275,-2.157,2.22
M,-0.185,2.181,5.857
M,0.706,3.693,6.894
F,0.356,2.169,5.481
M,1.071,4.786,5.619
M,0.443,7.821,10.458
F,0.144,0.773,2.285
M,0.99,5.64,7.558
F,-0.091,-1.437,2.934
F,-1.798,-0.267,2.655
M,0.577,4.013,6.031
M,-0.097,4.498,8.381
M,0.038,4.747,7.408
F,-0.909,0.153,1.537
F,1.778,5.702,6.894
F,1.052,1.226,4.564
M,0.652,2.353,4.645
F,-0.89,-0.553,-0.092
M,0.658,2.9,8.021
M,0.661,6.237,9.839
F,-0.489,0.28,2.984
M,-1.156,4.659,7.5
M,1.968,5.186,6.868
F,2.182,1.315,3.247
F,-0.305,-0.279,2.875
F,-0.87,0.229,3.303
M,2.363,5.239,5.215
M,0.313,2.164,3.572
F,-1.115,-1.121,2.375
F,-1.35,0.515,0.89
F,1.916,1.475,3.221
F,-1.076,0.759,4.399
F,-0.606,0.653,4.374
F,0.376,1.0,1.757
F,-0.958,0.313,0.576
M,0.676,4.573,5.168
F,-1.576,0.143,2.713
F,0.088,0.604,2.656
F,0.983,1.903,5.162
F,0.554,3.836,4.646
M,1.076,3.868,8.103
F,0.226,2.518,4.342
F,1.564,2.027,4.379
M,-1.302,3.555,4.275
M,0.48,5.524,7.266
F,0.611,0.564,3.43
F,-1.013,0.729,1.357
M,-1.578,3.322,7.969
F,-0.899,1.299,4.473
M,0.476,3.214,4.246
F,-0.923,-0.709,3.388
M,0.559,3.342,4.508
F,-1.013,1.924,2.56
M,-0.333,2.759,4.127
F,0.409,0.331,4.379
M,0.856,4.921,9.412
F,1.384,1.722,4.451
F,0.953,0.834,4.671
F,0.038,1.381,4.122
M,1.712,5.263,6.176
F,0.138,0.999,3.904
M,0.427,4.192,6.807
M,1.416,5.584,6.958
F,1.138,-0.082,2.279
F,-0.871,0.33,3.422
M,1.379,5.753,7.239
F,-1.111,0.044,0.347
F,0.084,1.867,3.178
F,-0.238,1.079,3.906
M,0.393,6.189,5.101
F,-0.032,-0.309,3.05
M,0.635,3.263,7.94
F,-0.575,2.049,2.204
M,-1.038,2.204,4.939
M,-0.525,5.063,8.205
M,-0.346,3.854,5.551
M,0.243,2.381,4.965
M,1.972,4.312,8.598
F,0.822,-0.284,2.119
F,0.66,1.586,2.166
F,-0.969,-0.476,3.381
F,0.322,1.756,1.579
F,1.223,4.377,5.217
F,0.929,1.166,2.951
M,0.341,4.261,6.896
M,-0.045,3.772,6.406
F,-0.643,0.774,3.984
F,-0.351,0.313,1.674
M,0.404,4.772,8.114
M,1.429,5.579,10.318
M,2.148,6.025,10.158
F,0.189,2.757,4.858
F,0.593,1.612,2.585
M,-0.063,3.957,5.096
F,1.33,3.188,6.04
M,-0.209,6.519,7.606
M,1.179,5.272,7.242
M,-0.888,1.329,4.774
M,-1.12,2.746,4.57
M,0.501,5.394,8.683
F,-0.64,0.143,2.707
M,1.371,3.523,5.349
F,0.842,1.905,5.357
F,-0.063,-0.394,1.35
F,-1.113,1.29,4.297
M,1.24,4.795,7.263
F,-0.227,2.298,3.479
F,1.801,2.518,2.319
M,1.179,4.232,8.218
M,0.548,5.332,6.213
M,-1.928,1.514,5.499
M,-0.009,4.508,7.115
F,-0.053,2.715,5.308
M,-0.583,3.112,5.986
M,0.799,4.861,5.156
F,-1.642,0.221,4.287
M,-0.946,3.144,4.191
M,0.363,3.893,7.294
M,0.714,2.218,5.113
F,0.092,1.14,4.274
M,-0.116,1.271,2.901
M,-2.159,2.645,6.152
F,0.851,3.113,6.185
F,-0.944,-2.064,0.684
M,-3.037,0.468,4.433
M,0.354,3.756,4.875
F,-0.92,1.645,5.515
M,-1.225,1.982,6.155
F,-0.48,0.364,2.723
M,-0.065,1.839,4.652
M,0.391,4.705,6.919
M,0.593,4.832,7.213
F,0.411,-0.098,2.528
M,1.981,5.561,10.697
M,-0.599,3.193,4.633
M,1.417,5.974,7.418
F,0.261,1.683,1.535
M,0.425,1.183,3.968
F,0.808,1.533,4.035
M,-0.407,4.514,7.281
F,1.309,3.293,2.626
M,0.367,5.626,8.071
F,-0.441,1.495,1.946
F,0.196,2.131,4.32
M,0.831,4.486,7.525
F,1.011,1.309,1.623
M,-1.203,-0.194,5.355
M,1.624,3.357,5.434
M,-1.06,1.786,4.138
F,1.17,2.595,2.101
F,0.394,1.892,2.746
F,-0.051,1.862,3.564
M,-1.761,-0.014,2.812
F,0.917,2.034,2.253
M,0.135,2.764,3.77
F,-0.967,0.335,5.311
F,0.979,0.894,3.359
F,0.934,1.867,4.585
M,-1.341,1.154,5.932
M,-0.88,3.602,6.126
M,1.268,5.611,6.59
F,-0.376,1.391,5.058
F,1.065,2.779,5.119
M,1.004,4.642,6.541
M,-0.581,3.807,4.901
F,-2.79,-0.954,3.911
M,-0.183,1.638,7.104
F,-1.319,-0.578,1.373
F,-0.686,-1.78,2.43
F,0.37,1.496,3.884
F,0.188,1.173,2.435
M,-0.217,2.455,1.656
M,-0.422,3.338,6.839
M,-1.187,4.731,5.644
F,1.477,3.916,4.582
M,-0.162,2.293,4.999
F,1.362,3.45,5.918
M,0.028,4.805,6.155
F,1.207,2.834,2.283
M,1.878,4.715,7.414
F,0.451,-1.123,2.655
M,-1.237,3.62,5.139
M,0.733,6.913,8.934
F,1.768,3.364,4.858
M,0.906,4.404,6.488
F,0.343,0.897,6.558
M,-0.719,1.81,4.657
M,-0.824,3.331,5.818
M,0.343,4.901,6.849
M,-0.226,4.505,8.076
M,0.189,3.174,5.365
M,0.728,6.081,8.308
F,0.103,0.444,3.841
M,0.004,3.823,7.388
M,0.286,3.463,5.998
M,0.131,1.745,4.818
M,0.303,2.584,5.682
M,-1.969,1.224,3.499
M,-0.377,2.335,5.237
M,-0.342,2.06,6.121
M,-1.16,3.116,5.286
M,0.608,2.905,4.821
M,0.918,4.523,8.42
M,-0.747,5.064,6.827
F,-0.308,0.787,3.981
F,-1.185,-2.923,1.858
F,0.107,2.937,3.434
F,1.519,0.476,1.493
F,0.773,1.808,3.486
F,-1.001,0.914,1.698
M,-2.194,1.602,6.56
M,0.325,2.771,7.525
F,-0.644,0.366,5.817
M,-0.181,4.605,8.286
M,-1.105,2.917,6.235
F,-2.182,-1.601,-0.126
F,-0.224,0.388,1.554
F,-0.017,2.889,5.111
M,0.354,4.697,6.391
M,-0.073,2.168,4.955
F,1.881,4.634,2.788
F,-0.232,0.958,3.148
F,0.879,1.682,1.478
F,1.167,2.43,6.054
M,0.099,3.375,5.151
M,-1.495,1.492,5.09
F,1.095,0.294,3.721
F,-2.265,-0.156,3.442
F,1.101,1.609,2.466
F,-0.312,1.074,4.51
M,-1.278,1.539,4.286
M,-1.735,3.842,5.877
M,-0.772,2.186,4.076
F,-0.941,0.155,1.515
M,-0.099,4.194,8.47
M,0.977,5.182,8.775
F,0.649,0.718,1.975
F,1.647,2.993,5.065
F,-0.129,0.704,1.33
M,0.007,5.601,8.843
F,1.668,2.399,4.794
F,-1.048,2.14,2.483
M,0.469,5.674,7.981
M,-1.326,1.199,4.252
M,1.612,4.817,6.994
M,0.822,4.323,7.288
F,-0.24,1.661,4.227
M,-0.472,1.79,4.796
M,1.102,2.525,6.894
F,0.486,2.611,5.57
F,-2.677,-0.31,0.992
F,0.71,1.909,2.469
F,2.548,2.598,1.719
M,-0.296,4.024,6.33
M,-0.603,4.01,5.813
F,0.193,0.479,2.917
M,-0.403,3.309,7.255
M,0.146,4.017,8.017
M,0.535,3.433,6.974
M,2.082,6.399,9.301
M,1.814,4.366,6.85
F,-1.064,0.323,0.837
M,-0.313,2.413,7.742
M,-0.144,3.054,7.613
F,-2.185,1.464,3.488
F,-1.575,-0.853,3.44
M,-1.071,1.413,7.066
M,-0.475,4.118,5.788
M,0.066,2.093,5.967
M,1.128,4.484,5.81
M,0.113,4.323,6.311
F,0.896,2.781,3.285
F,-0.068,-0.944,1.352
F,-1.38,-0.972,4.019
F,-0.987,-0.742,0.132
M,-0.74,1.521,5.633
F,-0.845,-1.198,3.818
F,1.647,4.807,4.46
M,1.046,3.531,10.676
M,0.693,3.34,3.011
M,-0.739,3.526,8.49
F,-0.945,-0.604,0.919
F,-0.247,0.846,3.914
F,-1.268,-1.068,3.433
M,1.967,4.793,6.356
M,0.971,4.258,7.902
F,-0.716,-0.839,2.6
M,1.238,0.942,5.54
M,1.313,2.157,6.58
M,-1.278,2.198,3.144
M,-0.925,2.566,6.268
M,-0.939,2.995,7.698
M,-0.658,3.904,7.012
F,-0.218,1.55,2.751
M,0.92,6.79,8.675
F,1.277,2.056,2.786
M,1.186,4.254,4.737
M,-0.638,5.466,7.168
F,-1.094,1.319,3.203
F,0.484,3.702,5.034
F,-0.431,2.058,3.721
F,0.181,1.415,4.143
M,-0.2,4.025,6.24
M,1.289,3.986,5.745
F,-0.168,0.695,2.413
F,-0.188,2.551,6.384
F,1.323,2.68,2.984
F,0.095,0.133,4.481
F,1.888,4.006,7.664
M,0.077,1.752,6.267
M,1.692,3.309,7.163
F,-1.793,-2.033,-0.136
F,0.491,2.724,3.064
F,1.094,1.091,4.945
M,-0.06,2.596,4.773
M,0.995,4.238,2.497
F,2.032,3.065,4.449
M,-1.017,1.078,1.626
F,2.055,1.558,4.436
M,1.675,4.562,7.741
F,-1.009,1.143,4.137
F,-1.69,-0.835,1.698
F,0.317,2.255,3.863
F,0.638,2.992,4.515
F,-0.759,0.504,5.195
F,-0.614,-0.725,1.149
F,-1.887,-0.175,1.663
M,-0.185,4.635,8.023
M,0.84,4.478,6.906
M,-0.196,4.302,5.765
M,0.081,4.687,4.405
M,1.184,6.861,7.91
F,0.678,0.477,2.706
F,0.825,1.816,6.612
M,-1.295,3.628,7.152
M,-1.115,0.365,3.611
F,0.691,-0.046,2.485
M,-0.473,4.504,7.071
F,-0.691,-0.102,2.686
M,-0.289,2.969,6.05
F,0.832,1.982,4.374
M,0.573,3.837,6.166
F,0.715,2.416,2.962
F,1.789,0.943,3.123
F,0.038,3.794,6.079
F,0.74,0.837,5.037
F,-0.625,1.667,3.61
M,0.758,3.953,7.502
F,0.807,1.513,3.26
F,1.808,3.813,3.409
M,0.623,3.036,3.737
F,0.636,1.978,4.415
F,-1.249,2.009,0.567
F,0.219,2.476,5.341
M,-0.694,3.089,6.149
F,0.353,1.781,2.86
F,0.827,1.37,1.967
M,-1.99,2.204,3.774
F,-0.937,0.222,3.588
M,-1.043,2.691,6.889
M,0.698,2.405,5.888
M,-1.515,2.771,2.582
M,1.499,6.062,7.913
M,-1.466,2.617,5.246
F,2.243,4.022,4.766
M,-0.302,3.402,4.661
M,-0.639,3.106,5.037
F,-0.894,2.604,4.338
F,-0.132,1.16,4.682
F,-1.028,1.489,2.483
F,-0.407,0.539,3.851
F,0.226,1.72,4.508
M,0.941,8.522,11.976
F,0.026,1.969,4.509
M,-0.133,3.555,5.021
F,-1.613,0.304,1.324
F,0.819,0.739,3.961
F,0.113,0.001,2.705
F,1.335,1.386,2.8
F,0.639,-1.041,3.33
M,-3.116,2.013,6.808
M,2.087,3.947,8.27
